questions,answers,sentences,questions_with_answers,entity,image_ids
 Which word(s) correspond to the organization in the sentence? ,NHL,NHL Draft 2017 : New York Rangers Select Dominik Lakatos With 157 th Overall Pick,NHL Draft 2017 : New York Rangers Select Dominik Lakatos With 157 th Overall Pick Which word(s) correspond to the organization in the sentence? Answer: NHL,organization,17_06_9615.jpg
 Which word(s) correspond to the organization in the sentence? ,Eastridge,Eastridge baseball at frontier getting ready at frontier field for the game with Wayne,Eastridge baseball at frontier getting ready at frontier field for the game with Wayne Which word(s) correspond to the organization in the sentence? Answer: Eastridge,organization,16_05_05_619.jpg
 Which word(s) correspond to the organization in the sentence? ,premier league,Absolutely mad that I ' m best mates with a premier league legend,Absolutely mad that I ' m best mates with a premier league legend Which word(s) correspond to the organization in the sentence? Answer: premier league,organization,16_05_01_189.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Harry Potter,Your world might be shaped like a big planet but mine is shaped like a tiny Harry Potter .,Your world might be shaped like a big planet but mine is shaped like a tiny Harry Potter . Which word(s) correspond to the misceallonous entity in the sentence? Answer: Harry Potter,misceallonous entity,O_2881.jpg
 Which word(s) correspond to the person in the sentence? ,kirstin_taylor,@ kirstin_taylor @ scotthoying 12 . At a baseball game in middle school with my best friend Gill,@ kirstin_taylor @ scotthoying 12 . At a baseball game in middle school with my best friend Gill Which word(s) correspond to the person in the sentence? Answer: kirstin_taylor,person,17_06_9989.jpg
 Which word(s) correspond to the person in the sentence? ,Markus Klinko,Photographer Markus Klinko creates rare David Bowie photo exhibit in Hollywood,Photographer Markus Klinko creates rare David Bowie photo exhibit in Hollywood Which word(s) correspond to the person in the sentence? Answer: Markus Klinko,person,O_2976.jpg
 Which word(s) correspond to the person in the sentence? ,Alex,Throwback to the time Alex was part of One Direction,Throwback to the time Alex was part of One Direction Which word(s) correspond to the person in the sentence? Answer: Alex,person,O_395.jpg
 Which word(s) correspond to the person in the sentence? ,barack obama,barack obama . king . america ' s daddy . amazing . funny . kind . helped america . 1000 % better than trump .,barack obama . king . america ' s daddy . amazing . funny . kind . helped america . 1000 % better than trump . Which word(s) correspond to the person in the sentence? Answer: barack obama,person,O_284.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,Justin Bieber and Kendall Jenner have helped improved Calvin Klein sales by 13 %,Justin Bieber and Kendall Jenner have helped improved Calvin Klein sales by 13 % Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,person,O_980.jpg
 Which word(s) correspond to the person in the sentence? ,Sonam Kapoor,Sonam Kapoor to walk on Red Carpet at Cannes Film Festival . . .,Sonam Kapoor to walk on Red Carpet at Cannes Film Festival . . . Which word(s) correspond to the person in the sentence? Answer: Sonam Kapoor,person,16_05_07_727.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,"From Justin Bieber to Farruko , check out J Balvin ' s most memorable collaborations","From Justin Bieber to Farruko , check out J Balvin ' s most memorable collaborations Which word(s) correspond to the person in the sentence? Answer: Justin Bieber",person,O_2918.jpg
 Which word(s) correspond to the organization in the sentence? ,MLB,MLB notes : Rays outfielder Kevin Kiermaier to miss two month # news # news,MLB notes : Rays outfielder Kevin Kiermaier to miss two month # news # news Which word(s) correspond to the organization in the sentence? Answer: MLB,organization,17_06_7872.jpg
 Which word(s) correspond to the person in the sentence? ,peterthiel,Billionaire investor @ peterthiel will be a delegate for Donald Trump,Billionaire investor @ peterthiel will be a delegate for Donald Trump Which word(s) correspond to the person in the sentence? Answer: peterthiel,person,O_632.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,Twin Me With Walk Fire Peaks,Twin Peaks Fire Walk With Me ( Weird David Bowie ) . . .,Twin Peaks Fire Walk With Me ( Weird David Bowie ) . . . Which word(s) correspond to the misceallonous entity in the sentence? Answer: Twin Me With Walk Fire Peaks,misceallonous entity,O_1802.jpg
 Which word(s) correspond to the organization in the sentence? ,Augustana,Augustana baseball awards announced for 2017 . @ Augie_Baseball,Augustana baseball awards announced for 2017 . @ Augie_Baseball Which word(s) correspond to the organization in the sentence? Answer: Augustana,organization,17_06_10579.jpg
 Which word(s) correspond to the organization in the sentence? ,SalineBaseball,Get your @ SalineBaseball State Championship Gear at,Get your @ SalineBaseball State Championship Gear at Which word(s) correspond to the organization in the sentence? Answer: SalineBaseball,organization,17_06_13227.jpg
 Which word(s) correspond to the person in the sentence? ,Akshay Kumar,Did Akshay Kumar just take a dig at Shah Rukh Khan while . . .,Did Akshay Kumar just take a dig at Shah Rukh Khan while . . . Which word(s) correspond to the person in the sentence? Answer: Akshay Kumar,person,O_466.jpg
 Which word(s) correspond to the organization in the sentence? ,Kiwanis Anaheim Greater of Club,Kiwanis Club of Greater Anaheim – All Star Baseball Game,Kiwanis Club of Greater Anaheim – All Star Baseball Game Which word(s) correspond to the organization in the sentence? Answer: Kiwanis Anaheim Greater of Club,organization,17_06_16006.jpg
 Which word(s) correspond to the person in the sentence? ,Michael Jackson,Michael Jackson and Taylor Swift are the only artists in history to have a BMI Award named after them .,Michael Jackson and Taylor Swift are the only artists in history to have a BMI Award named after them . Which word(s) correspond to the person in the sentence? Answer: Michael Jackson,person,O_4397.jpg
 Which word(s) correspond to the person in the sentence? ,Paul Ryan,Paul Ryan ally doubts speaker will ever fully endorse Donald Trump,Paul Ryan ally doubts speaker will ever fully endorse Donald Trump Which word(s) correspond to the person in the sentence? Answer: Paul Ryan,person,O_4756.jpg
 Which word(s) correspond to the person in the sentence? ,Heidi Klum,Heidi Klum stuns in bright pink maxi dress during Cannes Film Festival 2016,Heidi Klum stuns in bright pink maxi dress during Cannes Film Festival 2016 Which word(s) correspond to the person in the sentence? Answer: Heidi Klum,person,16_05_15_654.jpg
 Which word(s) correspond to the person in the sentence? ,Tobey Maguire,"Tobey Maguire and Leonardo DiCaprio bowling together , 1989 .","Tobey Maguire and Leonardo DiCaprio bowling together , 1989 . Which word(s) correspond to the person in the sentence? Answer: Tobey Maguire",person,O_3498.jpg
 Which word(s) correspond to the location in the sentence? ,Cannes,"Might take a flight out for the weekend , and go Cannes - cause I can ' 🎵 # cannesfilmfestival # newproject # imback by …","Might take a flight out for the weekend , and go Cannes - cause I can ' 🎵 # cannesfilmfestival # newproject # imback by … Which word(s) correspond to the location in the sentence? Answer: Cannes",location,16_05_11_802.jpg
 Which word(s) correspond to the organization in the sentence? ,Miami,Miami vs . Georgia Tech Baseball Highlights May 9 2016 WATCH at :,Miami vs . Georgia Tech Baseball Highlights May 9 2016 WATCH at : Which word(s) correspond to the organization in the sentence? Answer: Miami,organization,16_05_09_962.jpg
 Which word(s) correspond to the person in the sentence? ,Woohyun,Woohyun is in the line up for Dream Concert 2016 ! ! ! !,Woohyun is in the line up for Dream Concert 2016 ! ! ! ! Which word(s) correspond to the person in the sentence? Answer: Woohyun,person,16_05_03_446.jpg
 Which word(s) correspond to the person in the sentence? ,vamps,i rted this and got vip vamps tickets and harry styles tickets ☺ ️ RT FOR GOOD LUCK,i rted this and got vip vamps tickets and harry styles tickets ☺ ️ RT FOR GOOD LUCK Which word(s) correspond to the person in the sentence? Answer: vamps,person,O_164.jpg
 Which word(s) correspond to the person in the sentence? ,BryceKrueger,Very proud to see @ BryceKrueger sign his NLI to play basketball with Drury University ! Luv ya ! !,Very proud to see @ BryceKrueger sign his NLI to play basketball with Drury University ! Luv ya ! ! Which word(s) correspond to the person in the sentence? Answer: BryceKrueger,person,16_05_09_598.jpg
 Which word(s) correspond to the location in the sentence? ,EU,"Trending in EU : "" No way . . . The only thing we blow up today is our inflatable pool . . . ""","Trending in EU : "" No way . . . The only thing we blow up today is our inflatable pool . . . "" Which word(s) correspond to the location in the sentence? Answer: EU",location,17_06_13496.jpg
 Which word(s) correspond to the location in the sentence? ,Times Square,Times Square New York City via @ World @ MiradorRE,Times Square New York City via @ World @ MiradorRE Which word(s) correspond to the location in the sentence? Answer: Times Square,location,O_3360.jpg
 Which word(s) correspond to the person in the sentence? ,Justin Bieber,"( 14 ) More photos of Justin Bieber performing on the # PurposeTour tonight in Quebec , Canada . ( May 14 )","( 14 ) More photos of Justin Bieber performing on the # PurposeTour tonight in Quebec , Canada . ( May 14 ) Which word(s) correspond to the person in the sentence? Answer: Justin Bieber",person,O_1483.jpg
 Which word(s) correspond to the person in the sentence? ,Azealia Banks,"Rapper Azealia Banks Endorses Donald Trump , Destroys Hillary in Furious Tweet Storm","Rapper Azealia Banks Endorses Donald Trump , Destroys Hillary in Furious Tweet Storm Which word(s) correspond to the person in the sentence? Answer: Azealia Banks",person,O_3397.jpg
 Which word(s) correspond to the person in the sentence? ,Barack Obama,"Survey : Barack Obama , Pope Francis and Bill Gates top list of most admired men in America","Survey : Barack Obama , Pope Francis and Bill Gates top list of most admired men in America Which word(s) correspond to the person in the sentence? Answer: Barack Obama",person,O_2824.jpg
 Which word(s) correspond to the organization in the sentence? ,NBA,20 Greatest NBA Players to Never Win a Championship Ring !,20 Greatest NBA Players to Never Win a Championship Ring ! Which word(s) correspond to the organization in the sentence? Answer: NBA,organization,17_06_10205.jpg
 Which word(s) correspond to the misceallonous entity in the sentence? ,THE 4 GALLERY SIDE FAR,THE FAR SIDE GALLERY 4 by Gary Larson - Forward by ROBIN WILLIAMS,THE FAR SIDE GALLERY 4 by Gary Larson - Forward by ROBIN WILLIAMS Which word(s) correspond to the misceallonous entity in the sentence? Answer: THE 4 GALLERY SIDE FAR,misceallonous entity,O_3531.jpg
 Which word(s) correspond to the person in the sentence? ,Kim Kardashian,# SocialMedia : Kim Kardashian Returns to Social Media to Shut Down Divo . . . # Setting4Success,# SocialMedia : Kim Kardashian Returns to Social Media to Shut Down Divo . . . # Setting4Success Which word(s) correspond to the person in the sentence? Answer: Kim Kardashian,person,O_2186.jpg
 Which word(s) correspond to the organization in the sentence? ,North Program Football Decatur,Thanks to everyone who came out and supported the North Decatur Football Program tonight ! @ NDchargerfball,Thanks to everyone who came out and supported the North Decatur Football Program tonight ! @ NDchargerfball Which word(s) correspond to the organization in the sentence? Answer: North Program Football Decatur,organization,16_05_05_218.jpg
