questions,answers,sentences,questions_with_answers,entity,image_ids
 Which word(s) correspond to the person in the sentence? ,"['BTS', 'Justin Bieber']",BTS Has Dethroned Justin Bieber As The Top Social Artist :,BTS Has Dethroned Justin Bieber As The Top Social Artist : Which word(s) correspond to the person in the sentence? Answer: BTS,"['person', 'person']",O_892.jpg
 Which word(s) correspond to the organization in the sentence? ,"['TheEconomist', 'Donald Trump', 'China']","TheEconomist : Donald Trump calls it "" rape "" . China calls it a commitment . A looming trade row …","TheEconomist : Donald Trump calls it "" rape "" . China calls it a commitment . A looming trade row … Which word(s) correspond to the organization in the sentence? Answer: TheEconomist","['organization', 'person', 'location']",O_1862.jpg
 Which word(s) correspond to the person in the sentence? ,['Klay Thompson'],Klay Thompson looking like he already planning what he gonna do after they get eliminated . . . # NBAPlayoffs,Klay Thompson looking like he already planning what he gonna do after they get eliminated . . . # NBAPlayoffs Which word(s) correspond to the person in the sentence? Answer: Klay Thompson,['person'],16_05_22_529.jpg
 Which word(s) correspond to the person in the sentence? ,['J . Cole'],J . Cole ' s the highest paid rapper of 2015,J . Cole ' s the highest paid rapper of 2015 Which word(s) correspond to the person in the sentence? Answer: J . Cole,['person'],O_1587.jpg
 Which word(s) correspond to the person in the sentence? ,"['Hillary Clinton', 'Donald Trump']",New polls show Hillary Clinton and Donald Trump neck - and - neck,New polls show Hillary Clinton and Donald Trump neck - and - neck Which word(s) correspond to the person in the sentence? Answer: Hillary Clinton,"['person', 'person']",O_4793.jpg
 Which word(s) correspond to the person in the sentence? ,"['Justin Bieber', 'Josh Gudwin']",Newly released old photo of Justin Bieber spotted with Josh Gudwin .,Newly released old photo of Justin Bieber spotted with Josh Gudwin . Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,"['person', 'person']",O_3353.jpg
 Which word(s) correspond to the person in the sentence? ,"['Michael Jordan', 'Russell Westbrook']",RT ARapperSaid_ : Michael Jordan congratulates Russell Westbrook on winning MVP 🙏 👏,RT ARapperSaid_ : Michael Jordan congratulates Russell Westbrook on winning MVP 🙏 👏 Which word(s) correspond to the person in the sentence? Answer: Michael Jordan,"['person', 'person']",O_3689.jpg
 Which word(s) correspond to the person in the sentence? ,"['Julius Erving', 'Allen Iverson', '76 ers', 'NBA', '76 ers']","Julius Erving , Allen Iverson react to 76 ers winning NBA draft lottery # 76 ers","Julius Erving , Allen Iverson react to 76 ers winning NBA draft lottery # 76 ers Which word(s) correspond to the person in the sentence? Answer: Julius Erving","['person', 'person', 'organization', 'organization', 'organization']",16_05_17_532.jpg
 Which word(s) correspond to the person in the sentence? ,"['Lewis Hamilton', 'Justin Bieber', 'Monaco Grand Prix']",Lewis Hamilton celebrates with Justin Bieber after winning thrilling Monaco Grand Prix race,Lewis Hamilton celebrates with Justin Bieber after winning thrilling Monaco Grand Prix race Which word(s) correspond to the person in the sentence? Answer: Lewis Hamilton,"['person', 'person', 'misceallonous']",O_3917.jpg
 Which word(s) correspond to the location in the sentence? ,"['Minneapolis', 'MplsDowntown']",Have you seen these pianos in # Minneapolis ? They ' re part of @ MplsDowntown ' s # PianosOnParade !,Have you seen these pianos in # Minneapolis ? They ' re part of @ MplsDowntown ' s # PianosOnParade ! Which word(s) correspond to the location in the sentence? Answer: Minneapolis,"['location', 'location']",17_06_11926.jpg
 Which word(s) correspond to the person in the sentence? ,"['Kim Kardashian', 'Khloe Kardashian']",Kim Kardashian Vs . Khloe Kardashian : Who Wins Battle Of The Boo,Kim Kardashian Vs . Khloe Kardashian : Who Wins Battle Of The Boo Which word(s) correspond to the person in the sentence? Answer: Kim Kardashian,"['person', 'person']",O_133.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Kentucky', 'Ohio', 'Lexington Regional']",Kentucky takes care of Ohio in 1 st game of Lexington Regional 6 - 4 . # NCAABaseball,Kentucky takes care of Ohio in 1 st game of Lexington Regional 6 - 4 . # NCAABaseball Which word(s) correspond to the organization in the sentence? Answer: Kentucky,"['organization', 'organization', 'organization']",17_06_14722.jpg
 Which word(s) correspond to the organization in the sentence? ,['Ranger'],Great day for some Ranger baseball ! Let ' s go boys ! ! !,Great day for some Ranger baseball ! Let ' s go boys ! ! ! Which word(s) correspond to the organization in the sentence? Answer: Ranger,['organization'],16_05_07_737.jpg
 Which word(s) correspond to the person in the sentence? ,['J . Cole'],# GrammyWorthyMixtapes pt . 8 J . Cole dropped a classic . Still can play this mixtape beginning to end no skips .,# GrammyWorthyMixtapes pt . 8 J . Cole dropped a classic . Still can play this mixtape beginning to end no skips . Which word(s) correspond to the person in the sentence? Answer: J . Cole,['person'],O_331.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],When you a soccer mom but also swaggy af,When you a soccer mom but also swaggy af Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_06_283.jpg
 Which word(s) correspond to the person in the sentence? ,"['Owen', 'Cats']",Owen ' s birthday basketball game on his sixth birthday . Go Cats ! # B1GCats,Owen ' s birthday basketball game on his sixth birthday . Go Cats ! # B1GCats Which word(s) correspond to the person in the sentence? Answer: Owen,"['person', 'organization']",17_01_20057.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],I am so proud of you ! ! ! Goodluck on your concert bub 💖,I am so proud of you ! ! ! Goodluck on your concert bub 💖 Which word(s) correspond to the none in the sentence? Answer: none,['none'],17_06_890.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,"[""Harry Potter and the Sorcerer ' s Stone"", 'J . K . Rowling']",Harry Potter and the Sorcerer ' s Stone ( Book 1 ) by J . K . Rowling,Harry Potter and the Sorcerer ' s Stone ( Book 1 ) by J . K . Rowling Which word(s) correspond to the misceallonous in the sentence? Answer: Harry Potter and the Sorcerer ' s Stone,"['misceallonous', 'person']",O_3793.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Michigan State', 'Big Ten', 'Ohio State']",Michigan State baseball bounced from Big Ten Tournament by Ohio State,Michigan State baseball bounced from Big Ten Tournament by Ohio State Which word(s) correspond to the organization in the sentence? Answer: Michigan State,"['organization', 'organization', 'organization']",16_05_29_638.jpg
 Which word(s) correspond to the person in the sentence? ,"['Kevin Durant', 'Oklahoma City']",Thunder Road : How long before Kevin Durant and Oklahoma City reign ?,Thunder Road : How long before Kevin Durant and Oklahoma City reign ? Which word(s) correspond to the person in the sentence? Answer: Kevin Durant,"['person', 'location']",O_2573.jpg
 Which word(s) correspond to the organization in the sentence? ,"['NHL', 'New York Rangers', 'Dominik Lakatos']",NHL Draft 2017 : New York Rangers Select Dominik Lakatos With 157 th Overall Pick,NHL Draft 2017 : New York Rangers Select Dominik Lakatos With 157 th Overall Pick Which word(s) correspond to the organization in the sentence? Answer: NHL,"['organization', 'organization', 'person']",17_06_9615.jpg
 Which word(s) correspond to the organization in the sentence? ,"['Eastridge', 'Wayne']",Eastridge baseball at frontier getting ready at frontier field for the game with Wayne,Eastridge baseball at frontier getting ready at frontier field for the game with Wayne Which word(s) correspond to the organization in the sentence? Answer: Eastridge,"['organization', 'organization']",16_05_05_619.jpg
 Which word(s) correspond to the organization in the sentence? ,['premier league'],Absolutely mad that I ' m best mates with a premier league legend,Absolutely mad that I ' m best mates with a premier league legend Which word(s) correspond to the organization in the sentence? Answer: premier league,['organization'],16_05_01_189.jpg
 Which word(s) correspond to the misceallonous in the sentence? ,['Harry Potter'],Your world might be shaped like a big planet but mine is shaped like a tiny Harry Potter .,Your world might be shaped like a big planet but mine is shaped like a tiny Harry Potter . Which word(s) correspond to the misceallonous in the sentence? Answer: Harry Potter,['misceallonous'],O_2881.jpg
 Which word(s) correspond to the person in the sentence? ,"['kirstin_taylor', 'scotthoying', 'Gill']",@ kirstin_taylor @ scotthoying 12 . At a baseball game in middle school with my best friend Gill,@ kirstin_taylor @ scotthoying 12 . At a baseball game in middle school with my best friend Gill Which word(s) correspond to the person in the sentence? Answer: kirstin_taylor,"['person', 'person', 'person']",17_06_9989.jpg
 Which word(s) correspond to the person in the sentence? ,"['Markus Klinko', 'David Bowie', 'Hollywood']",Photographer Markus Klinko creates rare David Bowie photo exhibit in Hollywood,Photographer Markus Klinko creates rare David Bowie photo exhibit in Hollywood Which word(s) correspond to the person in the sentence? Answer: Markus Klinko,"['person', 'person', 'location']",O_2976.jpg
 Which word(s) correspond to the person in the sentence? ,"['Alex', 'One Direction']",Throwback to the time Alex was part of One Direction,Throwback to the time Alex was part of One Direction Which word(s) correspond to the person in the sentence? Answer: Alex,"['person', 'person']",O_395.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],"Best Bday ever ! Beach in the AM , opening for # colliebuddz at a reggae festival in the PM t …","Best Bday ever ! Beach in the AM , opening for # colliebuddz at a reggae festival in the PM t … Which word(s) correspond to the none in the sentence? Answer: none",['none'],16_05_07_197.jpg
 Which word(s) correspond to the none in the sentence? ,['none'],R . I . P . to one of the realest dogs in the game . Crazy we were just playing soccer together last week . . . Miss you smokey,R . I . P . to one of the realest dogs in the game . Crazy we were just playing soccer together last week . . . Miss you smokey Which word(s) correspond to the none in the sentence? Answer: none,['none'],16_05_18_3.jpg
 Which word(s) correspond to the person in the sentence? ,"['barack obama', 'america', 'america', 'trump']",barack obama . king . america ' s daddy . amazing . funny . kind . helped america . 1000 % better than trump .,barack obama . king . america ' s daddy . amazing . funny . kind . helped america . 1000 % better than trump . Which word(s) correspond to the person in the sentence? Answer: barack obama,"['person', 'location', 'location', 'person']",O_284.jpg
 Which word(s) correspond to the person in the sentence? ,"['Justin Bieber', 'Kendall Jenner', 'Calvin Klein']",Justin Bieber and Kendall Jenner have helped improved Calvin Klein sales by 13 %,Justin Bieber and Kendall Jenner have helped improved Calvin Klein sales by 13 % Which word(s) correspond to the person in the sentence? Answer: Justin Bieber,"['person', 'person', 'organization']",O_980.jpg
 Which word(s) correspond to the person in the sentence? ,"['Sonam Kapoor', 'Cannes Film Festival']",Sonam Kapoor to walk on Red Carpet at Cannes Film Festival . . .,Sonam Kapoor to walk on Red Carpet at Cannes Film Festival . . . Which word(s) correspond to the person in the sentence? Answer: Sonam Kapoor,"['person', 'misceallonous']",16_05_07_727.jpg
 Which word(s) correspond to the person in the sentence? ,"['Justin Bieber', 'Farruko', 'J Balvin']","From Justin Bieber to Farruko , check out J Balvin ' s most memorable collaborations","From Justin Bieber to Farruko , check out J Balvin ' s most memorable collaborations Which word(s) correspond to the person in the sentence? Answer: Justin Bieber","['person', 'person', 'person']",O_2918.jpg
